id_contrato,pd_oof,pd_final
C000108,0.10329716358853369,0.09540531992960104
C000109,0.06568107743868805,0.058218068305554774
C000110,0.032955181814123734,0.03303019032696682
C000111,0.03357499773069535,0.02877620194128323
C000112,0.3459227910965457,0.327215137525679
C000113,0.06958085075513101,0.06584455880540699
C000114,0.11448185184338033,0.1262244462549575
C000115,0.04266737365182015,0.03982642341437814
C000116,0.030358536593431924,0.03782692664616299
C000117,0.39975494893944363,0.46882399095004457
C000118,0.3590691330312946,0.3709599734090374
C000119,0.03581437653962174,0.051303475091240267
C000120,0.06482658634130718,0.06767632346809829
C000121,0.047508097563151996,0.04846804093824667
C000122,0.031884431845758426,0.024216689589094065
C000123,0.05724168979384592,0.05761857461434304
C000124,0.07970136906221234,0.08255634939360822
C000125,0.4167944935895024,0.41378485005068566
C000126,0.08311637663544832,0.15154223546119405
C000127,0.0953033070771986,0.10132869298455927
C000128,0.5606477766573369,0.4215680238919154
C000129,0.08562860870990918,0.05531713408295345
C000130,0.41982269740536393,0.39666422257134554
C000131,0.0475251208783565,0.04783062891992777
C000132,0.03997539282483733,0.03181202154857074
C000133,0.10738561063378842,0.09722609390045461
C000134,0.04782880080811353,0.03761597432330395
C000135,0.09583137207418298,0.07829329850668121
C000136,0.05133364583134148,0.04197252633153126
C000137,0.24305385294358933,0.2403885247638969
C000138,0.19520155286382274,0.21448241600521412
C000139,0.5126185543079005,0.5609879368423586
C000140,0.10252062420514763,0.10273593873973053
C000141,0.03466455554419821,0.03471810823558052
C000142,0.1079623616380476,0.06004448307077749
C000143,0.31279991711982225,0.2659447243508329
C000144,0.027968938069123966,0.029540684950814956
C000145,0.10441182732970115,0.08155566105286317
C000146,0.03474956583357976,0.04441871591512633
C000147,0.07521266192714107,0.06790609651651477
C000148,0.045717883715335035,0.05331913821575747
C000149,0.06826055454028931,0.12235425609339819
C000150,0.14643080875706968,0.11830380741529278
C000151,0.05168492688983991,0.03777846724159302
C000152,0.030951982879177737,0.04012234036383813
C000153,0.4031619907967811,0.5403547522548784
C000154,0.04565447056255429,0.044009963975313184
C000155,0.04830795214353653,0.0530986535971645
C000156,0.05496591528832708,0.0541402494044213
C000157,0.03324381988011428,0.034120530643666255
C000158,0.054539775793139844,0.07044144935673743
C000159,0.03292036624564494,0.037942611915950844
C000160,0.11234013649744523,0.1328820475888516
C000161,0.056527567783068444,0.05397075107460179
C000162,0.08950935108977828,0.08526809416780415
C000163,0.2071149937782541,0.1548897641102476
C000164,0.05508738510917015,0.06684646553292693
C000165,0.09012438246834811,0.10109515956629542
C000166,0.06776237108490711,0.05314887667223487
C000167,0.1011981352571641,0.13510084223459545
C000168,0.04730934357804837,0.0488425137615699
C000169,0.047970171930904144,0.06317787574410534
C000170,0.05957659453314372,0.049015451024585086
C000171,0.057078833398657804,0.06458395720810872
C000172,0.03169638470634155,0.035784542835204325
C000173,0.15453258769083483,0.16219312116113865
C000174,0.03865938571688014,0.04939294142849322
C000175,0.10512282176076537,0.08801275246717687
C000176,0.05742669745013399,0.03961781696251929
C000177,0.035154168428328386,0.03724315393459854
C000178,0.05183639565862427,0.04233129366630176
C000179,0.049778203000038705,0.05083076580567651
C000180,0.24368364191469274,0.20768144980939202
C000181,0.04168407098600545,0.03867435091628641
C000182,0.16161081018044446,0.14113260538212352
C000183,0.08178397465519692,0.0891435989880419
C000184,0.027872272917588498,0.02892234676671781
C000185,0.04319663201065072,0.03177152453648888
C000186,0.046882553740858576,0.04353332448810141
C000187,0.04546295645004007,0.04900917237933257
C000188,0.05785575151876345,0.05620953380467684
C000189,0.1154412707368617,0.10823655358618667
C000190,0.04650725041394936,0.04781408397006461
C000191,0.054882636929570426,0.0963731640822402
C000192,0.03799222805833455,0.037879612691598744
C000193,0.043604528002216744,0.04857312976054797
C000194,0.14607811766354128,0.1431885600566553
C000195,0.2067059163933085,0.18609497851658538
C000196,0.046719321304257135,0.042644274167838295
C000197,0.08905750087406664,0.07865759846522093
C000198,0.031884290527352296,0.029522482729313265
C000199,0.0625393187253694,0.0466876355858373
C000200,0.06178253531411744,0.05342106409785456
C000201,0.04828318705805082,0.043420010395459695
C000202,0.05739275804872644,0.0719243802524468
C000203,0.05199899445147697,0.060321543794250435
C000204,0.13516231513261262,0.10743672794607222
C000205,0.05323122641291983,0.048763810057033535
C000206,0.03638134127254559,0.04339170274064106
C000207,0.13601095075017855,0.11481631307549249
C000208,0.04266527128834888,0.03785992694742718
C000209,0.044697979757876885,0.053848968996137225
C000210,0.06604941112615761,0.07130452840405536
C000211,0.056058874962197004,0.05606603474522398
C000212,0.039329440514382606,0.0659880195333406
C000213,0.07057147122837833,0.09045417806161862
C000214,0.15044085129375787,0.09942892058068305
C000215,0.03373881893168191,0.030809567192126807
C000216,0.04075017068793512,0.03850614548772084
C000217,0.05644128622446063,0.05657006530325348
C000218,0.05215633322737475,0.048567672472102086
C000219,0.0931982308994675,0.07584257536467949
C000220,0.047404258724012785,0.058912139073328304
C000221,0.20110914660469953,0.1577596517506284
C000222,0.04534539063552155,0.04257485503494171
C000223,0.16251774670007674,0.10997941243461282
C000224,0.04149873963353891,0.03569271362032428
C000225,0.20826909669406604,0.2049023672464693
C000226,0.03467767835778011,0.031809933202553466
C000227,0.03879153052748127,0.039513787155402096
C000228,0.02885527056654246,0.047653848780269015
C000229,0.04429310053789344,0.03637253137312811
C000230,0.2219936511230959,0.2672822227204644
C000231,0.0243687636463474,0.02810009385848513
C000232,0.04688277004865837,0.03258509163797246
C000233,0.10669922670726847,0.09125456307921127
C000234,0.11429535509339646,0.12426053762891331
C000235,0.10361072481078606,0.08966354024703213
C000236,0.04032466663169777,0.036164282079870026
C000237,0.10213419805229047,0.13325045257615475
C000238,0.037592112703290444,0.03455807100698723
C000239,0.04247363325296217,0.04561525862268057
C000240,0.5899953509032896,0.4218659752293739
C000241,0.11461574630496707,0.12438692763738182
C000242,0.04636806227524663,0.06321380481996568
C000243,0.1038338303480096,0.09997979222300965
C000244,0.1034584485942329,0.09112910486704945
C000245,0.04432469408620639,0.037895542849351795
C000246,0.06747319538919203,0.05107932827879571
C000247,0.037415933095473204,0.03468693426179964
C000248,0.180571810148693,0.23008006372617026
C000249,0.04199971154261907,0.03954235429783195
C000250,0.04364790869434424,0.04089998378930457
C000251,0.02279472448208479,0.023053131289804643
C000252,0.03954304418120961,0.03616139279547677
C000253,0.09640157646352684,0.14033582681307274
C000254,0.049731089665262386,0.04804796857576334
C000255,0.16536122322845373,0.14816805020180016
C000256,0.04727748930207085,0.05481411451432241
C000257,0.02860680718063342,0.030951889889898714
C000258,0.03539769146434886,0.03462180670233832
C000259,0.04062158118453974,0.037601549484114906
C000260,0.057315686904225484,0.038106807298360426
C000261,0.04199915323810261,0.04172003532621475
C000262,0.05984500460064177,0.05242641359539847
C000263,0.2653210837808828,0.17790391711435433
C000264,0.025913638741243528,0.02745346758465248
C000265,0.042482847927011895,0.04679606815881647
C000266,0.06676449501611995,0.06937963729823354
C000267,0.04778558179487446,0.04462254543815183
C000268,0.13058328014437964,0.10039489831787951
C000269,0.050424124809546,0.05137935937711806
C000270,0.1511314444095787,0.159966155817449
C000271,0.04266113352752916,0.03935457795599144
C000272,0.07328073864058841,0.05571581895989439
C000273,0.05694876133893062,0.05709833454572492
C000274,0.0635907139013499,0.069246330586695
C000275,0.03484708823566235,0.04354075818810946
C000276,0.0501207574382672,0.048104022955171036
C000277,0.0640457567519303,0.0563225943709539
C000278,0.09121812155656453,0.09685841035558165
C000279,0.1201345088628171,0.12815903317288396
C000280,0.11049518366407352,0.11817263099741197
C000281,0.0489013797358689,0.06460730876112078
C000282,0.028960233612243397,0.03370476788313495
C000283,0.05605776207813461,0.044526937060104285
C000284,0.2259133542863022,0.22076462448097106
C000285,0.06324212393706244,0.056441378071199685
C000286,0.04191090957723955,0.040528288698899816
C000287,0.03160944374310499,0.03359616925333743
C000288,0.036705801792475734,0.04262677661580343
C000289,0.12762845583487165,0.18123601623453162
C000290,0.04050380646562857,0.03784492022593358
C000291,0.048526554184019126,0.03585977987628314
C000292,0.025246587590202735,0.02886629003680432
C000293,0.037334222779443836,0.032717429621186664
C000294,0.054666465747758,0.05745167592282792
C000295,0.06962117642122505,0.0667587745708781
C000296,0.04398721453664613,0.03161164102407006
C000297,0.03668770748283362,0.0327067888218654
C000298,0.04293538735271629,0.03838907232108084
C000299,0.10366867162381128,0.07983101495698003
C000300,0.10716942130342375,0.11973675933248622
C000301,0.025457056746663424,0.0296118323991957
C000302,0.07268266326187538,0.06692015852733971
C000303,0.03491331147217767,0.02943894114343888
C000304,0.09008794065672246,0.07268983997654017
C000305,0.03797912191352882,0.03704886131256323
C000306,0.03120503395750478,0.03110842892071054
C000307,0.19865002441059615,0.18048110828273473
C000308,0.07321473639393215,0.06957651467072193
C000309,0.1649985186678998,0.16875124836736438
C000310,0.05866358927926392,0.06089893169503069
C000311,0.055835329460681385,0.05126718398281238
C000312,0.08347834420422276,0.06129254177053892
C000313,0.03479955894639906,0.03947935114492625
C000314,0.043020672738965315,0.045127330072273195
C000315,0.03964394910951828,0.03736213971618067
C000316,0.1783136882640898,0.242744446686162
C000317,0.11027258322125251,0.16246944326548785
C000318,0.11625086088587819,0.0972986435253534
C000319,0.04010408339509147,0.03518020235499502
C000320,0.07701587851503963,0.1047434905825366
C000321,0.04588160150004801,0.04392404719219436
C000322,0.03635625868301747,0.05165005367760196
C000323,0.03327124022011501,0.02721060089638022
C000324,0.0379572700842004,0.04316915627608711
C000325,0.0268958988302647,0.02837974440623022
C000326,0.37146338918167177,0.39960810202584157
C000327,0.08492042790979215,0.07181914683505344
C000328,0.30386342236912073,0.36355935435918085
C000329,0.02881454593226902,0.030276964284876452
C000330,0.040681148336601775,0.03636383161593809
C000331,0.05242455040433329,0.05057665054070461
C000332,0.03073071557514223,0.028554018007921577
C000333,0.041712281066889983,0.039559548732783646
C000334,0.08060908252441454,0.11628276876668955
C000335,0.038425943927254125,0.04317106367364448
C000336,0.08364709354075997,0.06333968811527182
C000337,0.05758385463395348,0.05914192852172713
C000338,0.022894840672752485,0.024927143272023538
C000339,0.03274617902872729,0.033701749033164814
C000340,0.07286823681703744,0.05075826107471539
C000341,0.10607342721158397,0.08033704009075911
C000342,0.5827511284555132,0.6337970584545961
C000343,0.09571285517255605,0.09086031431328466
C000344,0.061520480289789924,0.0625917575050101
C000345,0.04433414821881333,0.0457383488235698
C000346,0.07597835442113267,0.11823103424270671
C000347,0.18613154391483674,0.1889657891754608
C000348,0.08338593070361996,0.06849010844488439
C000349,0.0654330768345777,0.06056388269685329
C000350,0.0698372901231887,0.06044002328596289
C000351,0.03901406759794025,0.037785199286064955
C000352,0.10784615301609213,0.10802540155978495
C000353,0.05404672975374099,0.0547313020573819
C000354,0.027904364143167527,0.024190265126832543
C000355,0.05074686191084897,0.04096539056042301
C000356,0.17730233801552528,0.2526788450515206
C000357,0.06039663656822151,0.06676215373388407
C000358,0.1467672543397588,0.12077487723520672
C000359,0.6449942118396036,0.6565978176525414
C000360,0.37255440479418594,0.3555972489843279
C000361,0.06285369385105968,0.07569526037373422
C000362,0.08578505368067166,0.07767770142304571
C000363,0.08108911443397451,0.08069001726488828
C000364,0.10220618184212113,0.07641124704114963
C000365,0.038825721520857476,0.033367949146802876
C000366,0.11826678825217866,0.12012118644011212
C000367,0.05064909781601207,0.04188085123317893
C000368,0.19289512531321024,0.20828721325779184
C000369,0.13407764544197143,0.09715560044045102
C000370,0.04076275703881396,0.039491592911782294
C000371,0.052961697760507895,0.04965917575351338
C000372,0.24834159257902852,0.21741684586176296
C000373,0.06786434692727282,0.07349115258757587
C000374,0.0971016911031128,0.09936313456974583
C000375,0.0835894952678543,0.11249961063567845
C000376,0.09171597529757439,0.09681220014038225
C000377,0.05927758378781415,0.06317577686205066
C000378,0.10528066791699597,0.09423681293043958
C000379,0.05450615290144826,0.049931042843092646
C000380,0.03242599730724473,0.037135390468998754
C000381,0.20675651187594019,0.18050405345230905
C000382,0.08060974853671923,0.06918085579690833
C000383,0.11042537441674213,0.1072321313610299
C000384,0.05644998715869076,0.05687398123851393
C000385,0.031461061536760974,0.03289890325942282
C000386,0.2127593041259169,0.25884778140077225
C000387,0.06438293045555978,0.05749143232492019
C000388,0.046834646353911734,0.04712875166945426
C000389,0.035092477686872396,0.04123752915799001
C000390,0.03762468325382171,0.03276359273925953
C000391,0.04757080281755176,0.03534315109161397
C000392,0.07601864293025688,0.07112455259939052
C000393,0.030717631083181575,0.03415026141596808
C000394,0.02325114611172472,0.020352858355553817
C000395,0.033278517617635804,0.02756106750713707
C000396,0.056987027828676116,0.0560060100590567
C000397,0.052034352925450965,0.060203475188278135
C000398,0.05598315564112742,0.04825711804623022
C000399,0.0836519907837399,0.05791399526860097
C000400,0.05860020489504651,0.05728592424354102
C000401,0.02545651191613783,0.030472183152369298
C000402,0.07504351966872809,0.1212796812422379
C000403,0.0410316072442049,0.042203233495229045
C000404,0.04477674072114536,0.0341462342798519
C000405,0.038176649992681735,0.03675660365909113
C000406,0.1259023550964097,0.1096034799059423
C000407,0.06875877455649221,0.05961246540811736
C000408,0.05346141577626784,0.056135412092198675
C000409,0.06295535399013387,0.056670629754716054
C000410,0.23309502655713157,0.19503899924746962
C000411,0.04460908116687582,0.03508402449317063
C000412,0.15467128563469612,0.1464734582739787
C000413,0.09047709390906386,0.09377329401083204
C000414,0.04871440969579098,0.055472070838683864
C000415,0.04580406011192748,0.05173128174804089
C000416,0.09640792459222848,0.10430259154328256
C000417,0.06680493589975939,0.0519820661918292
C000418,0.17907875181345032,0.17823112654241696
C000419,0.03942288564294016,0.04558076690325499
C000420,0.2252913396871318,0.3392147148784921
C000421,0.389473217873634,0.3409023096381743
C000422,0.13712414771655448,0.14281490055519447
C000423,0.056245663326601955,0.070898758062358
C000424,0.0807636330279364,0.07585752439551532
C000425,0.13308783368045649,0.08455433653430453
C000426,0.10153496191085198,0.08753094420746643
C000427,0.034229292070460715,0.034629919111844445
C000428,0.06521476247837052,0.07760346811953783
C000429,0.06981033257966363,0.08545162522826746
C000430,0.14572457035458336,0.1830393259922007
C000431,0.03835788760186772,0.048067350540489155
C000432,0.038843229693958065,0.032703349431652595
C000433,0.055670390325301355,0.0526478922866526
C000434,0.08253471059438874,0.08800329454554394
C000435,0.08261824982617014,0.07073741089770376
C000436,0.0443687679699293,0.043841096252000035
C000437,0.02214882256093022,0.026142574321100842
C000438,0.06794475580718516,0.05861282916819299
C000439,0.051251233338149495,0.05974159839932269
C000440,0.2306855851304778,0.16625274668613108
C000441,0.030731304558570684,0.033291549664443296
C000442,0.15457533520245825,0.187716690580299
C000443,0.11744509528070528,0.13436778221816992
C000444,0.0711582823763977,0.10400245583218637
C000445,0.04512376287191333,0.041161738573393815
C000446,0.04801414670679842,0.04208479689235295
C000447,0.05059898128161393,0.048184224525325545
C000448,0.042209577857647354,0.046453358504515915
C000449,0.05631756129729617,0.05351224667654132
C000450,0.07926421105197068,0.0842780887507055
C000451,0.45644027070221077,0.4730227102821777
C000452,0.0328568113219901,0.02874303624709913
C000453,0.03720388169964839,0.039595402936087064
C000454,0.08442513682825803,0.08010895655936656
C000455,0.04949325444493159,0.055483867312665566
C000456,0.068645134516693,0.06143742278314699
C000457,0.05138168185652242,0.05564768813292516
C000458,0.034576565941145866,0.042847031405004704
C000459,0.08556067010141198,0.0802513558482224
C000460,0.07880613303887457,0.07548222325203438
C000461,0.04258721624165997,0.03971261813791317
C000462,0.21966768376370585,0.12250082095608476
C000463,0.24108668715020762,0.2509385773932581
C000464,0.060038124336774,0.04004282526851881
C000465,0.04896940452960587,0.03426255533643301
C000466,0.05944753204890019,0.060753061428549894
C000467,0.07532556488394887,0.07167365258601631
C000468,0.05291846748230603,0.06947716584134071
C000469,0.7018976249211277,0.7544798312386524
C000470,0.042693466133761265,0.037178713637730156
C000471,0.02465675688028322,0.03228939568828105
C000472,0.08415921287437292,0.08416374892319577
C000473,0.18311845854066905,0.15357427656887057
C000474,0.06218071690224517,0.07363468351374497
C000475,0.18379469473895815,0.2121456551276751
C000476,0.038351669878168446,0.041709081450685505
C000477,0.031757459080649156,0.03903556636230499
C000478,0.06556414163234074,0.06581454489225644
C000479,0.034230086533979596,0.038437725271323345
C000480,0.1829775567966268,0.22093942398868757
C000481,0.03186164770303253,0.029150216387871956
C000482,0.05415482546635707,0.06611577288565464
C000483,0.036631051485195576,0.042479504880516016
C000484,0.0561240655457063,0.05988223932679447
C000485,0.03675850276437568,0.03246135399300647
C000486,0.025668264314842936,0.027456941292545074
C000487,0.053179631461127266,0.047667611561004186
C000488,0.054596437477677486,0.05711801272566273
C000489,0.0449274115268292,0.037258765094075705
C000490,0.07540046935384004,0.07904155885649525
C000491,0.032715985471231605,0.032291372945139486
C000492,0.18941432001324446,0.24567609129873982
C000493,0.08637587545208461,0.0747985059634128
C000494,0.11579748246768358,0.13812627175872097
C000495,0.04084094732336688,0.04483950288563146
C000496,0.03179413451522104,0.032194771644598594
C000497,0.07539808754963419,0.0638140926549473
C000498,0.072948958375835,0.06334410527744173
C000499,0.2539461370430063,0.24813011055144404
C000500,0.1299591988908354,0.19137875568352994
C000501,0.048869066716203516,0.03986592354746834
C000502,0.040975718410190785,0.04245228815742034
C000503,0.04039773852051644,0.041406329784747266
C000504,0.03679069895476681,0.029888306806772992
C000505,0.06155665369282045,0.06144330002166576
C000506,0.04481297574747304,0.040806957117107814
C000507,0.053292313754141576,0.047441003287394534
C000508,0.05168770581726804,0.04381078726710382
C000509,0.04241493469255703,0.03642203623498617
C000510,0.04714126019546245,0.03826951629342271
C000511,0.21194755131242343,0.17920489861286043
C000512,0.04368537201756122,0.040586230862035666
C000513,0.0687981269296308,0.07359478538932594
C000514,0.04747095032862626,0.03660175149896714
C000515,0.06200221901424128,0.037802455431358475
C000516,0.0763180325119954,0.06589917890092072
C000517,0.03148166060333972,0.03379221303822377
C000518,0.1699546746525314,0.17305401199476958
C000519,0.02455754796562975,0.029760219155277275
C000520,0.04436898611796945,0.035600304996009975
C000521,0.03286208066764663,0.029916877427065953
C000522,0.03953061797344176,0.03499668259458834
C000523,0.11940598376452835,0.08084182444034307
C000524,0.044411954010572255,0.04078380876441796
C000525,0.04391422562503585,0.04737558106533611
C000526,0.03362585892265241,0.03683097369271841
C000527,0.04841936732667974,0.055515056813420637
C000528,0.0453701498457543,0.04339709696648798
C000529,0.07368069603670588,0.06525388335737335
C000530,0.1037919413483241,0.09212894713980382
C000531,0.062055142875453086,0.059663572382179654
C000532,0.051317121383377386,0.042599936454382134
C000533,0.04870541813682609,0.041940369137851666
C000534,0.13150650062475608,0.11598818454181761
C000535,0.1600487434480034,0.14005601124876954
C000536,0.1010740202024221,0.11680534405729293
C000537,0.057949694319816836,0.05505777501873179
C000538,0.03274378583567926,0.037868170209533404
C000539,0.0405871758092155,0.039237299974517116
C000540,0.05917770239730217,0.06618129170581276
C000541,0.05301908907432211,0.046243345344088235
C000542,0.033001004592950675,0.028584736188652638
C000543,0.14693338134751718,0.13231091724043026
C000544,0.03252251560997999,0.052230794553813985
C000545,0.0909638575860278,0.07739209509895838
C000546,0.050053113936764905,0.054869758056383354
C000547,0.1270260066455616,0.08088238465303596
C000548,0.09577218501108245,0.09640301910594097
C000549,0.15875265951331072,0.18992574211665447
C000550,0.02593492795358323,0.02878310383937314
C000551,0.026783311744532624,0.03460848283698993
C000552,0.05521247473935955,0.05383750983789816
C000553,0.05628012763989587,0.05046711191681689
C000554,0.030185735678751734,0.028134512099732435
C000555,0.02165796862537566,0.023724530785562338
C000556,0.05546583389126496,0.042351111227038926
C000557,0.05685979345711317,0.04998015883744929
C000558,0.26242960743644417,0.21304465994333385
C000559,0.04204467832889356,0.03961943983754633
C000560,0.06087229506466879,0.0509824977230375
C000561,0.05381770121637349,0.05735972573054114
C000562,0.19828230437992211,0.2079656936041495
C000563,0.030683310125277464,0.023304269217873912
C000564,0.06052755183950209,0.03870402778909369
C000565,0.02525982539211245,0.02342516927528239
C000566,0.02918595747366836,0.026881561221139678
C000567,0.044687301973908855,0.04407404776527167
C000568,0.13121679381577772,0.14569894558706534
C000569,0.04987663682315306,0.055560641288992775
C000570,0.031219813559274324,0.02791577312013944
C000571,0.05467236137059257,0.043122763741418886
C000572,0.36879420551765374,0.27169435628708916
C000573,0.11112926063455011,0.09639069339677735
C000574,0.042691089382715805,0.04360818026767906
C000575,0.10668526315481522,0.10760299904944988
C000576,0.027568789004724266,0.02574147901718716
C000577,0.03824461135411351,0.042845941701604176
C000578,0.06340866596076686,0.0570446649334029
C000579,0.035626638125315295,0.03738272082302734
C000580,0.053455958380139744,0.04800628303484398
C000581,0.11770311175154564,0.1021022214035163
C000582,0.10502541567190837,0.09505268828131223
C000583,0.07893330852623419,0.07498296584172759
C000584,0.052542022257365886,0.05736606981923077
C000585,0.046861815847482884,0.044528694413732896
C000586,0.13148834890090694,0.10200635134688392
C000587,0.13537400952983303,0.13370936335075842
C000588,0.11597654258713379,0.10184810344783031
C000589,0.031462760847460726,0.02544810608769261
C000590,0.35870365547427646,0.34587551417693574
C000591,0.07901507298894704,0.07391619840325472
C000592,0.05738636258462343,0.051398891095551846
C000593,0.3227826349433871,0.27782754093816464
C000594,0.19267784628025594,0.1427160490042602
C000595,0.04828631773371615,0.04530429903239492
C000596,0.020904984906121426,0.029393385257707582
C000597,0.06923595726857898,0.0692768841216267
C000598,0.0370332278524068,0.03903354242888549
C000599,0.03851143781266818,0.03779078417738875
C000600,0.030042594628056613,0.04720467824174021
C000601,0.08393225195969065,0.08227765993888621
C000602,0.05122307206158429,0.04345225605955483
C000603,0.14651422261945524,0.09503503720980722
C000604,0.031009167256346375,0.03623488381339014
C000605,0.19321864254646834,0.19503185731618677
C000606,0.08810211284931893,0.12728443256608046
C000607,0.03768136270759001,0.036929909575736414
C000608,0.13308391905713685,0.13145432210888264
C000609,0.04567630838284955,0.04103383935147049
C000610,0.04055746578486209,0.03478112424956023
C000611,0.03494810103277064,0.044548660857946565
C000612,0.05630782198870319,0.0796257633630687
C000613,0.17226911815610163,0.12809406949801633
C000614,0.08921200747222764,0.10058515958671146
C000615,0.06649991353006127,0.05975123234948543
C000616,0.05173050898522302,0.04614817649553815
C000617,0.028849301726164796,0.03560881290502001
C000618,0.04733866113114381,0.05846749507629917
C000619,0.21669939312463388,0.19477121678771916
C000620,0.07085994360076127,0.07374397205539937
C000621,0.167932911348793,0.17222263683503017
C000622,0.1498259121618345,0.17207252556623606
C000623,0.10453746896080678,0.08091618312555249
C000624,0.5092448172646957,0.5832196334616812
C000625,0.03139585135393757,0.024712609543168357
C000626,0.07311143351933234,0.113024366476041
C000627,0.1366076432501561,0.1712437277235617
C000628,0.0503658093550447,0.044944884275840744
C000629,0.0545368576441733,0.04787364778217323
C000630,0.04735611422460977,0.0458695732201299
C000631,0.03526156017875316,0.04129282625130977
C000632,0.030384256286297946,0.03244597047765154
C000633,0.03787083672902859,0.04135976066638847
C000634,0.09598136832327359,0.08800980101935187
C000635,0.31896512795644094,0.28909770874748564
